-58,-37
-58,37
58,-37
58,37
0,16
7,9
-42,-5
28,-10
-51,-28
-30,13
37,7
38,-5
49,-22
40,10
-1,13
-14,-30
6,-1
-27,9
-2,23
-10,27
-41,-30
-40,-17
-3,6
11,30
49,-20
-31,-13
-28,35
16,5
15,-8
-4,31
57,-33
-10,-33
42,-21
25,-18
48,18
-58,-27
31,33
-8,-27
49,-23
-13,35
-56,-9
-12,-30
-55,18
-5,-9
-14,34
-28,-23
16,7
-41,24
-36,-8
-10,-15
11,-22
51,15
12,35
29,14
10,30
-6,-5
-16,-2
-50,25
-46,35
-53,-35
58,-31
-7,-3
31,-4
12,-10
-18,-30
-50,24
56,-35
9,-26
-13,13
-51,30
27,12
23,25
43,25
51,2
0,11
25,-16
37,-2
-45,-34
49,23
53,-15
-2,20
26,30
-14,-6
33,-23
3,22
-51,20
24,2
58,-18
5,-27
-58,7
-29,1
-37,25
40,33
-54,-8
-58,12
-42,23
27,35
-12,27
18,-32
-55,0
12,-25
-38,-4
36,33
31,-29
-11,-22
18,6
-33,-26
56,-2
-36,26
-27,27
19,-18
-9,3
31,-7
-32,2
49,-35
-47,-19
38,24
-7,-10
34,12
-25,3
4,-34
-37,-24
52,12
-28,-12
-31,14
-56,-17
2,-12
55,-9
-49,-22
0,26
49,27
33,10
-44,-32
12,36
14,-5
42,-14
8,24
-51,23
25,-22
-21,20
24,35
36,-26
55,19
-36,1
11,37
-58,-17
-12,-18
-33,12
-6,33
-26,-33
-46,11
51,-4
15,-1
-13,37
-5,-20
44,-4
-3,-29
-20,0
-2,33
-48,-11
-55,-32
46,-4
-13,26
-15,-33
-19,-21
23,21
-39,26
35,8
28,10
48,-3
14,-14
-25,-5
43,-13
51,-22
-35,21
43,31
-32,24
48,11
-41,-3
-27,1
24,-36
-43,32
-28,35
-22,2
7,-2
-33,-7
-1,-16
52,-28
23,-11
-2,-9
-56,17
-6,37
-11,12
8,11
49,37
-43,5
-13,-11
35,16
-20,-29
10,-3
-12,-37
41,26
-42,-3
-25,8
