-58,-37
-58,37
58,-37
58,37
-45,13
36,-20
24,13
-57,-6
41,19
50,-34
-20,-23
-26,36
-38,-21
24,13
20,-25
-39,37
-51,20
1,10
-56,20
48,14
44,10
26,0
-7,-24
-35,27
-20,-27
34,-16
19,-27
36,24
57,-18
56,31
-48,8
-7,-6
55,-15
-27,18
-57,-30
-2,2
-43,-19
50,-16
-21,-37
-11,-29
43,21
54,11
14,-5
-7,15
48,23
14,19
-51,-20
30,11
47,-34
-22,-9
44,-20
-48,19
12,35
-58,-11
19,11
-56,-21
30,-20
-3,1
57,-12
53,-12
-1,14
-33,9
-26,28
22,-2
-54,-29
-21,-19
21,-11
-54,-11
28,36
20,-10
19,16
-15,-31
-37,4
21,-35
-12,-28
28,-28
-53,-28
-38,-11
-5,26
-1,32
8,-7
-2,10
-10,22
21,-1
2,-4
44,-37
5,15
-5,36
22,-13
6,-13
36,11
-33,-11
18,0
-39,-3
-41,15
40,-29
-39,6
31,-27
-35,-19
51,-25
-14,2
49,30
7,19
-18,10
